,SalesOrderNumber,Cluster Labels without Region,Cluster Labels with Region
20530,67634,1,0
20531,67635,1,2
20532,67636,0,2
20533,67637,0,2
20534,67638,1,2
20535,67639,1,2
20536,67640,1,2
20537,67641,1,0
20538,67642,1,0
20539,67643,0,2
20540,67644,0,2
20541,67645,0,2
20542,67646,0,2
20543,67647,0,2
20544,67648,0,2
20545,67649,2,2
20546,67650,0,2
20547,67651,1,2
20548,67652,1,2
20549,67653,1,2
20550,67654,1,2
20551,67655,1,2
20552,67656,1,2
20553,67657,0,2
20554,67658,1,2
20555,67659,1,2
20556,67660,0,2
20557,67661,0,2
20558,67662,0,2
20559,67663,1,2
20560,67664,1,2
20561,67665,0,2
20562,67666,1,2
20563,67667,0,2
20564,67668,1,2
20565,67669,1,2
20566,67670,0,2
20567,67671,1,2
20568,67672,1,2
20569,67673,1,2
20570,67674,1,2
20571,67675,1,2
20572,67676,1,2
20573,67677,0,2
20574,67678,1,2
20575,67679,2,2
20576,67680,0,2
20577,67681,1,2
20578,67682,0,2
20579,67683,1,0
20580,67684,1,2
20581,67685,0,2
20582,67686,0,2
20583,67687,2,2
20584,67688,0,2
20585,67689,0,2
20586,67690,2,2
20587,67691,0,0
20588,67692,0,0
20589,67693,1,2
20590,67694,1,2
20591,67695,1,0
20592,67696,2,2
20593,67697,1,2
20594,67698,1,2
20595,67699,0,2
20596,67700,0,2
20597,67701,2,2
20598,67702,1,0
20599,67703,0,2
20600,67704,2,2
20601,67705,0,2
20602,67706,0,2
20603,67707,0,2
20604,67708,0,2
20605,67709,0,2
20606,67710,1,2
20607,67711,2,2
20608,67712,0,2
20609,67713,0,2
20610,67714,0,2
20611,67715,0,2
20612,67716,0,2
20613,67717,1,2
20614,67718,0,2
20615,67719,1,2
20616,67720,0,2
20617,67721,0,2
20618,67722,0,2
20619,67723,0,2
20620,67724,1,2
20621,67725,2,2
20622,67726,1,2
20623,67727,2,2
20624,67728,0,2
20625,67729,0,2
20626,67730,0,2
20627,67731,0,2
20628,67732,1,2
20629,67733,1,2
20630,67734,2,2
20631,67735,0,0
20632,67736,0,2
20633,67737,2,2
20634,67738,2,2
20635,67739,0,0
20636,67740,0,2
20637,67741,2,2
20638,67742,2,2
20639,67743,0,2
20640,67744,1,0
20641,67745,1,0
20642,67746,1,2
20643,67747,0,2
20644,67748,2,2
20645,67749,0,2
20646,67750,0,2
20647,67751,0,2
20648,67752,0,2
20649,67753,0,2
20650,67754,1,2
20651,67755,0,2
20652,67756,0,2
20653,67757,1,0
20654,67758,1,2
20655,67759,0,2
20656,67760,0,2
20657,67761,1,2
20658,67762,1,2
20659,67763,1,2
20660,67764,1,0
20661,67765,0,2
20662,67766,1,2
20663,67767,0,2
20664,67768,0,2
20665,67769,1,2
20666,67770,0,2
20667,67771,0,2
20668,67772,1,2
20669,67773,0,2
20670,67774,1,0
20671,67775,1,2
20672,67776,1,0
20673,67777,1,0
20674,67778,1,0
20675,67779,1,0
20676,67780,1,0
20677,67781,1,0
20678,67782,0,2
20679,67783,0,2
20680,67784,0,2
20681,67785,0,2
20682,67786,0,2
20683,67787,1,2
20684,67788,0,2
20685,67789,1,2
20686,67790,0,2
20687,67791,0,2
20688,67792,1,2
20689,67793,0,2
20690,67794,0,2
20691,67795,1,2
20692,67796,1,2
20693,67797,0,2
20694,67798,0,2
20695,67799,0,2
20696,67800,0,2
20697,67801,1,2
20698,67802,2,2
20699,67803,0,2
20700,67804,1,2
20701,67805,1,2
20702,67806,1,2
20703,67807,1,2
20704,67808,1,2
20705,67809,1,2
20706,67810,1,2
20707,67811,1,2
20708,67812,1,2
20709,67813,0,2
20710,67814,0,2
20711,67815,0,2
20712,67816,1,2
20713,67817,0,2
20714,67818,2,2
20715,67819,0,2
20716,67820,1,0
20717,67821,1,2
20718,67822,1,2
20719,67823,1,0
20720,67824,1,0
20721,67825,1,0
20722,67826,0,2
20723,67827,1,2
20724,67828,0,2
20725,67829,0,2
20726,67830,0,2
20727,67831,0,2
20728,67832,2,2
20729,67833,1,0
20730,67834,0,2
20731,67835,1,0
20732,67836,1,2
20733,67837,0,2
20734,67838,0,2
20735,67839,0,2
20736,67840,0,2
20737,67841,1,2
20738,67842,0,2
20739,67843,0,2
20740,67844,0,2
20741,67845,0,2
20742,67846,0,2
20743,67847,0,2
20744,67848,1,0
20745,67849,2,2
20746,67850,1,0
20747,67851,2,2
20748,67852,1,2
20749,67853,1,0
20750,67854,0,2
20751,67855,1,2
20752,67856,1,2
20753,67857,1,2
20754,67858,1,2
20755,67859,0,2
20756,67860,0,2
20757,67861,1,2
20758,67862,0,2
20759,67863,2,2
20760,67864,0,2
20761,67865,2,2
20762,67866,1,2
20763,67867,0,2
20764,67868,0,2
20765,67869,0,2
20766,67870,0,2
20767,67871,1,2
20768,67872,2,2
20769,67873,1,2
20770,67874,2,2
20771,67875,2,2
20772,67876,0,2
20773,67877,2,2
20774,67878,0,2
20775,67879,0,2
20776,67880,0,2
20777,67881,0,2
20778,67882,1,2
20779,67883,0,2
20780,67884,0,2
20781,67885,0,2
20782,67886,1,0
20783,67887,0,2
20784,67888,0,2
20785,67889,2,2
20786,67890,0,2
20787,67891,1,0
20788,67892,0,2
20789,67893,2,2
20790,67894,0,2
20791,67895,0,2
20792,67896,1,2
20793,67897,0,2
20794,67898,0,2
20795,67899,0,2
20796,67900,0,2
20797,67901,1,2
20798,67902,1,2
20799,67903,2,2
20800,67904,0,2
20801,67905,1,2
20802,67906,0,2
20803,67907,2,2
20804,67908,1,0
20805,67909,1,0
20806,67910,2,2
20807,67911,1,0
20808,67912,1,2
20809,67913,1,2
20810,67914,1,2
20811,67915,1,2
20812,67916,0,2
20813,67917,1,2
20814,67918,1,2
20815,67919,2,2
20816,67920,1,2
20817,67921,0,2
20818,67922,0,2
20819,67923,1,2
20820,67924,2,2
20821,67925,1,2
20822,67926,2,2
20823,67927,0,2
20824,67928,1,2
20825,67929,1,2
20826,67930,1,2
20827,67931,0,2
20828,67932,1,2
20829,67933,1,2
20830,67934,0,2
20831,67935,1,2
20832,67936,1,2
20833,67937,2,2
20834,67938,1,2
20835,67939,0,2
20836,67940,0,2
20837,67941,0,2
20838,67942,0,2
20839,67943,0,2
20840,67944,1,2
20841,67945,0,2
20842,67946,0,2
20843,67947,0,2
20844,67948,0,2
20845,67949,0,2
20846,67950,0,2
20847,67951,0,2
20848,67952,0,2
20849,67953,1,0
20850,67954,0,2
20851,67955,0,2
20852,67956,1,2
20853,67957,2,2
20854,67958,1,1
20855,67959,1,0
20856,67960,2,2
20857,67961,1,2
20858,67962,1,0
20859,67963,1,0
20860,67964,2,2
20861,67965,0,2
20862,67966,1,2
20863,67967,0,2
20864,67968,1,2
20865,67969,0,2
20866,67970,0,2
20867,67971,1,2
20868,67972,1,2
20869,67973,1,2
20870,67974,1,0
20871,67975,1,0
20872,67976,0,0
20873,67977,1,0
20874,67978,1,0
20875,67979,1,2
20876,67980,1,2
20877,67981,1,2
20878,67982,1,2
20879,67983,0,2
20880,67984,1,2
20881,67985,1,2
20882,67986,0,2
20883,67987,2,2
20884,67988,1,2
20885,67989,0,2
20886,67990,1,2
20887,67991,0,2
20888,67992,1,2
20889,67993,1,2
20890,67994,2,2
20891,67995,1,2
20892,67996,1,2
20893,67997,1,2
20894,67998,1,2
20895,67999,1,2
20896,68000,1,2
20897,68001,1,2
20898,68002,0,2
20899,68003,0,2
20900,68004,2,2
20901,68005,0,0
20902,68006,1,2
20903,68007,1,2
20904,68008,1,2
20905,68009,2,2
20906,68010,0,2
20907,68011,0,2
20908,68012,1,2
20909,68013,1,2
20910,68014,0,2
20911,68015,0,2
20912,68016,0,0
20913,68017,0,2
20914,68018,0,2
20915,68019,0,2
20916,68020,0,2
20917,68021,0,2
20918,68022,1,2
20919,68023,1,2
20920,68024,1,2
20921,68025,1,0
20922,68026,1,2
20923,68027,1,0
20924,68028,1,0
20925,68029,0,2
20926,68030,0,2
20927,68031,1,2
20928,68032,1,2
20929,68033,1,2
20930,68034,0,2
20931,68035,1,2
20932,68036,0,2
20933,68037,2,2
20934,68038,0,2
20935,68039,1,2
20936,68040,1,2
20937,68041,0,2
20938,68042,0,2
20939,68043,1,2
20940,68044,0,2
20941,68045,1,2
20942,68046,0,2
20943,68047,0,2
20944,68048,0,2
20945,68049,0,2
20946,68050,1,2
20947,68051,0,2
20948,68052,1,2
20949,68053,2,2
20950,68054,1,2
20951,68055,1,2
20952,68056,2,2
20953,68057,1,2
20954,68058,2,2
20955,68059,0,2
20956,68060,2,2
20957,68061,1,2
20958,68062,1,2
20959,68063,0,2
20960,68064,1,0
20961,68065,0,2
20962,68066,0,2
20963,68067,0,2
20964,68068,1,2
20965,68069,2,2
20966,68070,1,0
20967,68071,0,2
20968,68072,0,2
20969,68073,0,2
20970,68074,2,2
20971,68075,1,2
20972,68076,0,2
20973,68077,0,2
20974,68078,0,2
20975,68079,1,0
20976,68080,0,2
20977,68081,1,2
20978,68082,1,2
20979,68083,1,2
20980,68084,2,2
20981,68085,1,0
20982,68086,0,2
20983,68087,2,2
20984,68088,2,2
20985,68089,0,2
20986,68090,0,2
20987,68091,0,2
20988,68092,2,2
20989,68093,0,2
20990,68094,1,2
20991,68095,0,2
20992,68096,1,0
20993,68097,1,0
20994,68098,1,0
20995,68099,2,2
20996,68100,0,2
20997,68101,1,2
20998,68102,0,2
20999,68103,0,2
21000,68104,1,2
21001,68105,1,2
21002,68106,0,2
21003,68107,1,2
21004,68108,0,2
21005,68109,0,2
21006,68110,0,2
21007,68111,1,2
21008,68112,0,2
21009,68113,1,2
21010,68114,1,2
21011,68115,1,2
21012,68116,0,2
21013,68117,2,2
21014,68118,2,2
21015,68119,1,2
21016,68120,1,2
21017,68121,0,2
21018,68122,1,2
21019,68123,1,2
21020,68124,0,2
21021,68125,1,2
21022,68126,2,2
21023,68127,1,2
21024,68128,0,2
21025,68129,0,2
21026,68130,2,2
21027,68131,1,2
21028,68132,0,2
21029,68133,1,0
21030,68134,0,2
21031,68135,1,2
21032,68136,0,2
21033,68137,1,0
21034,68138,0,2
21035,68139,0,0
21036,68140,0,0
21037,68141,0,2
21038,68142,0,2
21039,68143,0,2
21040,68144,0,2
21041,68145,0,2
21042,68146,1,2
21043,68147,1,2
21044,68148,1,2
21045,68149,0,2
21046,68150,1,0
21047,68151,0,2
21048,68152,1,2
21049,68153,0,2
21050,68154,1,2
21051,68155,0,2
21052,68156,2,2
21053,68157,0,2
21054,68158,0,2
21055,68159,1,2
21056,68160,1,0
21057,68161,1,0
21058,68162,0,2
21059,68163,1,0
21060,68164,2,2
21061,68165,0,2
21062,68166,1,2
21063,68167,0,2
21064,68168,0,2
21065,68169,0,2
21066,68170,0,2
21067,68171,0,2
21068,68172,1,2
21069,68173,0,2
21070,68174,0,2
21071,68175,0,2
21072,68176,0,2
21073,68177,0,2
21074,68178,0,2
21075,68179,1,2
21076,68180,0,2
21077,68181,1,2
21078,68182,2,2
21079,68183,1,2
21080,68184,0,2
21081,68185,1,2
21082,68186,0,2
21083,68187,1,2
21084,68188,1,2
21085,68189,1,0
21086,68190,1,2
21087,68191,0,2
21088,68192,1,0
21089,68193,0,2
21090,68194,1,0
21091,68195,1,0
21092,68196,1,2
21093,68197,0,2
21094,68198,1,0
21095,68199,0,2
21096,68200,0,2
21097,68201,0,2
21098,68202,1,0
21099,68203,1,0
21100,68204,2,2
21101,68205,2,2
21102,68206,0,2
21103,68207,0,2
21104,68208,0,2
21105,68209,1,2
21106,68210,1,2
21107,68211,0,2
21108,68212,2,2
21109,68213,1,2
21110,68214,1,2
21111,68215,1,2
21112,68216,0,2
21113,68217,1,2
21114,68218,0,2
21115,68219,0,2
21116,68220,1,2
21117,68221,1,2
21118,68222,1,2
21119,68223,1,2
21120,68224,0,2
21121,68225,0,2
21122,68226,1,2
21123,68227,1,2
21124,68228,2,2
21125,68229,2,2
21126,68230,1,2
21127,68231,1,2
21128,68232,1,2
21129,68233,2,2
21130,68234,1,2
21131,68235,0,2
21132,68236,1,2
21133,68237,0,2
21134,68238,2,2
21135,68239,0,2
21136,68240,0,2
21137,68241,0,0
21138,68242,0,2
21139,68243,1,2
21140,68244,1,2
21141,68245,0,2
21142,68246,1,2
21143,68247,0,2
21144,68248,0,2
21145,68249,0,2
21146,68250,1,2
21147,68251,2,2
21148,68252,0,0
21149,68253,0,2
21150,68254,0,2
21151,68255,0,2
21152,68256,2,2
21153,68257,0,2
21154,68258,0,2
21155,68259,0,2
21156,68260,0,2
21157,68261,1,0
21158,68262,1,0
21159,68263,1,2
21160,68264,1,0
21161,68265,0,2
21162,68266,1,1
21163,68267,0,2
21164,68268,0,2
21165,68269,0,2
21166,68270,1,2
21167,68271,0,2
21168,68272,0,2
21169,68273,2,2
21170,68274,0,2
21171,68275,0,2
21172,68276,2,2
21173,68277,1,2
21174,68278,2,2
21175,68279,0,2
21176,68280,2,2
21177,68281,1,0
21178,68282,1,0
21179,68283,1,2
21180,68284,1,2
21181,68285,1,2
21182,68286,0,2
21183,68287,0,2
21184,68288,1,2
21185,68289,1,2
21186,68290,0,2
21187,68291,0,2
21188,68292,0,2
21189,68293,1,2
21190,68294,0,2
21191,68295,1,2
21192,68296,1,2
21193,68297,0,2
21194,68298,0,2
21195,68299,2,2
21196,68300,0,2
21197,68301,1,2
21198,68302,0,2
21199,68303,0,2
21200,68304,0,2
21201,68305,0,2
21202,68306,0,2
21203,68307,1,2
21204,68308,1,2
21205,68309,1,2
21206,68310,2,2
21207,68311,2,2
21208,68312,1,2
21209,68313,1,2
21210,68314,1,2
21211,68315,1,2
21212,68316,1,2
21213,68317,0,2
21214,68318,0,2
21215,68319,1,2
21216,68320,0,2
21217,68321,1,2
21218,68322,1,2
21219,68323,0,0
21220,68324,2,2
21221,68325,0,2
21222,68326,0,2
21223,68327,0,2
21224,68328,0,2
21225,68329,1,0
21226,68330,0,2
21227,68331,2,2
21228,68332,0,2
21229,68333,0,2
21230,68334,0,2
21231,68335,0,2
21232,68336,0,2
21233,68337,0,2
21234,68338,0,2
21235,68339,1,2
21236,68340,1,2
21237,68341,0,2
21238,68342,0,2
21239,68343,1,2
21240,68344,1,2
21241,68345,0,2
21242,68346,1,2
21243,68347,2,2
21244,68348,1,0
21245,68349,0,2
21246,68350,1,0
21247,68351,0,2
21248,68352,0,2
21249,68353,0,2
21250,68354,0,2
21251,68355,0,2
21252,68356,0,2
21253,68357,0,2
21254,68358,0,2
21255,68359,1,2
21256,68360,0,2
21257,68361,2,2
21258,68362,0,2
21259,68363,1,2
21260,68364,1,2
21261,68365,2,2
21262,68366,0,2
21263,68367,1,2
21264,68368,1,2
21265,68369,1,2
21266,68370,1,2
21267,68371,1,2
21268,68372,1,2
21269,68373,0,2
21270,68374,2,2
21271,68375,0,2
21272,68376,0,2
21273,68377,1,2
21274,68378,1,2
21275,68379,0,2
21276,68380,0,2
21277,68381,0,2
21278,68382,1,0
21279,68383,0,2
21280,68384,2,2
21281,68385,0,2
21282,68386,1,2
21283,68387,1,0
21284,68388,2,2
21285,68389,0,2
21286,68390,0,2
21287,68391,1,2
21288,68392,0,2
21289,68393,0,2
21290,68394,1,2
21291,68395,2,2
21292,68396,1,2
21293,68397,2,2
21294,68398,1,0
21295,68399,1,0
21296,68400,0,2
21297,68401,0,0
21298,68402,0,2
21299,68403,1,2
21300,68404,0,2
21301,68405,0,2
21302,68406,1,2
21303,68407,1,0
21304,68408,1,0
21305,68409,1,2
21306,68410,1,2
21307,68411,0,2
21308,68412,0,2
21309,68413,2,2
21310,68414,1,2
21311,68415,0,2
21312,68416,0,2
21313,68417,1,2
21314,68418,1,2
21315,68419,2,2
21316,68420,1,2
21317,68421,0,2
21318,68422,0,2
21319,68423,0,2
21320,68424,0,2
21321,68425,0,2
21322,68426,1,2
21323,68427,1,2
21324,68428,1,2
21325,68429,1,2
21326,68430,1,2
21327,68431,2,2
21328,68432,1,2
21329,68433,1,2
21330,68434,1,2
21331,68435,0,2
21332,68436,1,2
21333,68437,0,2
21334,68438,1,2
21335,68439,1,2
21336,68440,0,2
21337,68441,2,2
21338,68442,0,2
21339,68443,0,2
21340,68444,0,2
21341,68445,0,2
21342,68446,0,2
21343,68447,1,2
21344,68448,1,2
21345,68449,1,2
21346,68450,0,2
21347,68451,1,0
21348,68452,0,0
21349,68453,0,2
21350,68454,0,2
21351,68455,0,2
21352,68456,2,2
21353,68457,1,2
21354,68458,1,2
21355,68459,1,2
21356,68460,0,2
21357,68461,0,2
21358,68462,0,2
21359,68463,1,2
21360,68464,1,2
21361,68465,1,2
21362,68466,1,2
21363,68467,1,0
21364,68468,1,2
21365,68469,1,0
21366,68470,1,0
21367,68471,1,2
21368,68472,0,2
21369,68473,0,2
21370,68474,2,2
21371,68475,0,2
21372,68476,0,2
21373,68477,0,2
21374,68478,0,2
21375,68479,1,0
21376,68480,1,0
21377,68481,1,0
21378,68482,1,2
21379,68483,1,0
21380,68484,1,2
21381,68485,0,2
21382,68486,1,2
21383,68487,0,2
21384,68488,0,2
21385,68489,1,2
21386,68490,0,2
21387,68491,0,2
21388,68492,0,2
21389,68493,0,2
21390,68494,0,2
21391,68495,0,2
21392,68496,0,2
21393,68497,1,2
21394,68498,0,2
21395,68499,0,2
21396,68500,1,2
21397,68501,1,2
21398,68502,1,2
21399,68503,1,2
21400,68504,0,2
21401,68505,0,2
21402,68506,0,2
21403,68507,0,2
21404,68508,0,2
21405,68509,2,2
21406,68510,0,2
21407,68511,0,2
21408,68512,1,0
21409,68513,1,0
21410,68514,2,2
21411,68515,0,2
21412,68516,2,2
21413,68517,1,1
21414,68518,2,2
21415,68519,1,2
21416,68520,2,2
21417,68521,1,2
21418,68522,2,2
21419,68523,0,2
21420,68524,2,2
21421,68525,0,2
21422,68526,0,2
21423,68527,0,2
21424,68528,1,0
21425,68529,1,2
21426,68530,0,2
21427,68531,0,2
21428,68532,0,2
21429,68533,0,2
21430,68534,1,0
21431,68535,1,0
21432,68536,1,0
21433,68537,1,0
21434,68538,0,0
21435,68539,0,2
21436,68540,1,2
21437,68541,1,2
21438,68542,1,2
21439,68543,1,2
21440,68544,2,2
21441,68545,0,2
21442,68546,1,0
21443,68547,1,0
21444,68548,2,2
21445,68549,1,0
21446,68550,1,0
21447,68551,1,0
21448,68552,2,2
21449,68553,1,2
21450,68554,1,2
21451,68555,1,0
21452,68556,1,0
21453,68557,0,2
21454,68558,1,2
21455,68559,1,2
21456,68560,1,2
21457,68561,0,2
21458,68562,2,2
21459,68563,1,2
21460,68564,1,2
21461,68565,1,2
21462,68566,0,2
21463,68567,1,2
21464,68568,0,2
21465,68569,1,2
21466,68570,0,2
21467,68571,1,2
21468,68572,0,2
21469,68573,1,2
21470,68574,0,2
21471,68575,1,2
21472,68576,2,2
21473,68577,0,2
21474,68578,1,2
21475,68579,1,2
21476,68580,1,2
21477,68581,1,2
21478,68582,2,2
21479,68583,1,2
21480,68584,1,2
21481,68585,1,2
21482,68586,1,2
21483,68587,0,2
21484,68588,1,2
21485,68589,0,2
21486,68590,1,2
21487,68591,0,2
21488,68592,1,2
21489,68593,0,2
21490,68594,1,2
21491,68595,0,2
21492,68596,0,0
21493,68597,2,2
21494,68598,0,2
21495,68599,0,2
21496,68600,1,0
21497,68601,1,2
21498,68602,1,2
21499,68603,1,0
21500,68604,1,0
21501,68605,0,2
21502,68606,0,2
21503,68607,1,0
21504,68608,1,2
21505,68609,0,2
21506,68610,0,0
21507,68611,0,0
21508,68612,0,2
21509,68613,0,2
21510,68614,0,2
21511,68615,0,2
21512,68616,2,2
21513,68617,0,2
21514,68618,1,2
21515,68619,2,2
21516,68620,2,2
21517,68621,0,2
21518,68622,1,0
21519,68623,1,0
21520,68624,0,2
21521,68625,0,2
21522,68626,0,2
21523,68627,0,2
21524,68628,1,0
21525,68629,1,0
21526,68630,1,0
21527,68631,1,2
21528,68632,1,0
21529,68633,1,0
21530,68634,1,0
21531,68635,0,2
21532,68636,0,2
21533,68637,0,2
21534,68638,0,2
21535,68639,0,2
21536,68640,0,2
21537,68641,0,2
21538,68642,0,2
21539,68643,0,2
21540,68644,0,2
21541,68645,0,2
21542,68646,1,2
21543,68647,0,2
21544,68648,0,2
21545,68649,2,2
21546,68650,1,2
21547,68651,1,2
21548,68652,1,2
21549,68653,0,2
21550,68654,0,2
21551,68655,0,2
21552,68656,1,2
21553,68657,1,2
21554,68658,1,2
21555,68659,0,2
21556,68660,1,0
21557,68661,1,0
21558,68662,0,2
21559,68663,2,2
21560,68664,1,0
21561,68665,0,2
21562,68666,1,0
21563,68667,2,2
21564,68668,1,2
21565,68669,0,2
21566,68670,2,2
21567,68671,0,2
21568,68672,0,2
21569,68673,1,0
21570,68674,1,2
21571,68675,1,2
21572,68676,1,0
21573,68677,0,2
21574,68678,0,2
21575,68679,2,2
21576,68680,2,2
21577,68681,0,2
21578,68682,0,2
21579,68683,2,2
21580,68684,0,2
21581,68685,0,2
21582,68686,1,2
21583,68687,1,0
21584,68688,1,2
21585,68689,0,2
21586,68690,0,2
21587,68691,1,2
21588,68692,1,2
21589,68693,2,2
21590,68694,0,2
21591,68695,1,2
21592,68696,0,2
21593,68697,1,2
21594,68698,0,2
21595,68699,0,2
21596,68700,1,2
21597,68701,1,2
21598,68702,1,2
21599,68703,0,2
21600,68704,1,2
21601,68705,2,2
21602,68706,0,2
21603,68707,0,2
21604,68708,1,2
21605,68709,1,2
21606,68710,1,2
21607,68711,1,2
21608,68712,0,2
21609,68713,1,2
21610,68714,1,2
21611,68715,0,2
21612,68716,0,2
21613,68717,1,2
21614,68718,0,2
21615,68719,0,2
21616,68720,2,2
21617,68721,0,2
21618,68722,1,0
21619,68723,1,2
21620,68724,0,2
21621,68725,0,2
21622,68726,2,2
21623,68727,0,2
21624,68728,0,2
21625,68729,0,2
21626,68730,0,2
21627,68731,0,2
21628,68732,0,2
21629,68733,1,0
21630,68734,1,0
21631,68735,0,2
21632,68736,2,2
21633,68737,0,2
21634,68738,0,2
21635,68739,1,2
21636,68740,0,2
21637,68741,0,2
21638,68742,0,2
21639,68743,2,2
21640,68744,0,2
21641,68745,0,2
21642,68746,1,2
21643,68747,1,2
21644,68748,1,0
21645,68749,1,2
21646,68750,1,2
21647,68751,1,2
21648,68752,1,2
21649,68753,1,2
21650,68754,1,2
21651,68755,1,2
21652,68756,0,2
21653,68757,0,2
21654,68758,0,2
21655,68759,0,2
21656,68760,0,2
21657,68761,0,2
21658,68762,0,2
21659,68763,0,2
21660,68764,0,2
21661,68765,2,2
21662,68766,0,2
21663,68767,2,2
21664,68768,1,2
21665,68769,1,2
21666,68770,1,2
21667,68771,1,2
21668,68772,1,2
21669,68773,1,2
21670,68774,1,2
21671,68775,1,2
21672,68776,2,2
21673,68777,1,2
21674,68778,0,2
21675,68779,0,2
21676,68780,0,2
21677,68781,0,0
21678,68782,1,2
21679,68783,1,0
21680,68784,1,2
21681,68785,1,0
21682,68786,0,0
21683,68787,1,2
21684,68788,0,2
21685,68789,1,0
21686,68790,2,2
21687,68791,0,2
21688,68792,0,2
21689,68793,1,0
21690,68794,1,2
21691,68795,2,2
21692,68796,0,2
21693,68797,0,2
21694,68798,0,2
21695,68799,0,2
21696,68800,0,2
21697,68801,1,0
21698,68802,0,2
21699,68803,1,2
21700,68804,1,2
21701,68805,0,2
21702,68806,2,2
21703,68807,0,2
21704,68808,1,0
21705,68809,2,2
21706,68810,2,2
21707,68811,0,0
21708,68812,0,2
21709,68813,1,2
21710,68814,0,2
21711,68815,1,2
21712,68816,0,2
21713,68817,1,2
21714,68818,0,2
21715,68819,1,2
21716,68820,1,0
21717,68821,1,1
21718,68822,2,2
21719,68823,0,2
21720,68824,2,2
21721,68825,1,0
21722,68826,1,0
21723,68827,0,2
21724,68828,1,2
21725,68829,0,2
21726,68830,1,2
21727,68831,0,2
21728,68832,1,2
21729,68833,0,2
21730,68834,2,2
21731,68835,0,2
21732,68836,2,2
21733,68837,1,2
21734,68838,0,2
21735,68839,1,2
21736,68840,0,2
21737,68841,1,2
21738,68842,2,2
21739,68843,2,2
21740,68844,1,2
21741,68845,0,2
21742,68846,1,2
21743,68847,2,2
21744,68848,1,2
21745,68849,1,2
21746,68850,1,2
21747,68851,2,2
21748,68852,2,2
21749,68853,1,2
21750,68854,1,2
21751,68855,0,2
21752,68856,0,2
21753,68857,1,0
21754,68858,0,2
21755,68859,0,2
21756,68860,1,0
21757,68861,0,2
21758,68862,2,2
21759,68863,0,2
21760,68864,1,0
21761,68865,1,1
21762,68866,0,2
21763,68867,1,0
21764,68868,1,2
21765,68869,0,2
21766,68870,0,2
21767,68871,0,2
21768,68872,0,2
21769,68873,0,2
21770,68874,0,2
21771,68875,0,2
21772,68876,0,2
21773,68877,1,0
21774,68878,1,0
21775,68879,0,2
21776,68880,1,2
21777,68881,1,0
21778,68882,1,2
21779,68883,0,2
21780,68884,1,0
21781,68885,0,2
21782,68886,0,2
21783,68887,1,2
21784,68888,2,2
21785,68889,1,2
21786,68890,1,2
21787,68891,1,2
21788,68892,0,2
21789,68893,0,2
21790,68894,0,2
21791,68895,1,2
21792,68896,0,2
21793,68897,1,0
21794,68898,2,2
21795,68899,1,0
21796,68900,1,0
21797,68901,0,2
21798,68902,1,2
21799,68903,0,2
21800,68904,1,2
21801,68905,0,2
21802,68906,0,2
21803,68907,0,2
21804,68908,0,2
21805,68909,0,2
21806,68910,1,2
21807,68911,1,2
21808,68912,1,2
21809,68913,0,2
21810,68914,0,2
21811,68915,1,2
21812,68916,1,2
21813,68917,2,2
21814,68918,1,2
21815,68919,0,2
21816,68920,0,2
21817,68921,0,2
21818,68922,2,2
21819,68923,2,2
21820,68924,0,0
21821,68925,1,0
21822,68926,2,2
21823,68927,2,2
21824,68928,0,0
21825,68929,0,2
21826,68930,2,2
21827,68931,0,2
21828,68932,2,2
21829,68933,1,2
21830,68934,0,2
21831,68935,0,2
21832,68936,0,2
21833,68937,1,0
21834,68938,0,2
21835,68939,0,2
21836,68940,1,2
21837,68941,0,2
21838,68942,0,2
21839,68943,0,2
21840,68944,1,0
21841,68945,1,0
21842,68946,2,2
21843,68947,1,0
21844,68948,1,2
21845,68949,2,2
21846,68950,2,2
21847,68951,1,0
21848,68952,0,2
21849,68953,1,2
21850,68954,0,2
21851,68955,0,2
21852,68956,0,2
21853,68957,0,2
21854,68958,0,2
21855,68959,0,2
21856,68960,0,2
21857,68961,0,2
21858,68962,1,2
21859,68963,0,2
21860,68964,0,2
21861,68965,1,0
21862,68966,2,2
21863,68967,1,2
21864,68968,0,2
21865,68969,0,2
21866,68970,1,2
21867,68971,0,2
21868,68972,1,2
21869,68973,1,2
21870,68974,0,2
21871,68975,2,2
21872,68976,1,2
21873,68977,2,2
21874,68978,0,2
21875,68979,0,2
21876,68980,0,2
21877,68981,0,2
21878,68982,1,2
21879,68983,0,2
21880,68984,1,2
21881,68985,2,2
21882,68986,1,2
21883,68987,1,2
21884,68988,0,2
21885,68989,1,2
21886,68990,1,2
21887,68991,2,2
21888,68992,1,2
21889,68993,1,2
21890,68994,1,2
21891,68995,0,2
21892,68996,2,2
21893,68997,1,0
21894,68998,1,0
21895,68999,2,2
21896,69000,0,2
21897,69001,1,0
21898,69002,1,2
21899,69003,1,0
21900,69004,0,2
21901,69005,2,2
21902,69006,0,2
21903,69007,0,2
21904,69008,1,0
21905,69009,0,2
21906,69010,2,2
21907,69011,0,2
21908,69012,0,2
21909,69013,0,2
21910,69014,0,2
21911,69015,1,0
21912,69016,0,2
21913,69017,0,2
21914,69018,0,2
21915,69019,1,2
21916,69020,1,2
21917,69021,1,2
21918,69022,1,2
21919,69023,1,0
21920,69024,0,2
21921,69025,2,2
21922,69026,1,1
21923,69027,0,2
21924,69028,0,2
21925,69029,1,2
