SalesOrderNumber,SalesAmount,MonthNum,WeekdayNum,Loyalty in Years,YearlyIncome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,Max CommuteDistance,MaritalStatus,NumberChildrenAtHome,TotalChildren,Gender
SO72320,2318.96 €,12,3,6,70000,Partial College,Professional,1,2,10,M,0,0,F
SO72321,2297.28 €,12,3,7,40000,Partial College,Clerical,1,2,2,S,3,3,F
SO72322,2322.28 €,12,3,7,70000,Partial College,Skilled Manual,1,1,1,M,0,1,F
SO72323,811.32 €,12,3,7,40000,Graduate Degree,Clerical,1,0,1,M,0,0,M
SO72324,2419.06 €,12,3,7,110000,Partial College,Professional,1,3,10,M,4,2,M
SO72325,2451.30 €,12,3,7,80000,High School,Skilled Manual,0,2,2,S,0,2,M
SO72326,2559.42 €,12,3,7,80000,High School,Skilled Manual,0,2,2,S,0,2,M
SO72327,2443.35 €,12,3,7,100000,Bachelors,Management,1,3,1,M,1,1,F
SO72328,1700.99 €,12,3,7,30000,Partial College,Clerical,0,2,2,M,0,2,M
SO72329,1735.98 €,12,3,7,60000,Bachelors,Professional,0,1,1,S,0,1,F
SO72330,1183.47 €,12,3,7,70000,High School,Professional,1,2,10,S,0,2,F
SO72331,784.47 €,12,3,8,80000,Partial College,Skilled Manual,1,2,10,S,0,2,F
SO72332,1249.84 €,12,3,7,60000,Graduate Degree,Skilled Manual,1,0,5,S,0,1,F
SO72333,2354.98 €,12,3,7,70000,Bachelors,Professional,1,1,10,S,0,0,F
SO72334,2337.27 €,12,3,7,70000,Bachelors,Professional,0,1,1,S,0,0,M
SO72335,780.82 €,12,3,6,30000,High School,Skilled Manual,1,2,2,S,0,2,F
SO72336,2384.07 €,12,3,8,70000,Bachelors,Professional,1,1,5,S,0,0,F
SO72337,2419.06 €,12,3,8,70000,Graduate Degree,Professional,1,1,5,S,0,2,F
SO72338,2398.05 €,12,3,6,70000,High School,Professional,1,2,5,S,1,2,F
SO72339,574.98 €,12,3,6,70000,Bachelors,Professional,1,1,5,S,0,1,M
SO72340,553.97 €,12,3,6,60000,Graduate Degree,Professional,1,0,5,S,0,0,M
SO72341,624.97 €,12,3,6,70000,Bachelors,Management,0,1,5,S,1,2,M
SO72342,574.98 €,12,3,6,70000,Bachelors,Professional,0,2,1,S,2,4,F
SO72343,562.96 €,12,3,6,80000,Graduate Degree,Professional,1,0,1,M,0,3,M
SO72344,1147.77 €,12,3,6,60000,High School,Professional,0,2,2,M,0,2,M
SO72345,1170.48 €,12,3,6,60000,Graduate Degree,Professional,1,0,5,M,0,1,F
SO72346,1120.49 €,12,3,7,40000,Bachelors,Professional,1,1,5,S,0,0,F
SO72347,1760.47 €,12,3,6,60000,High School,Professional,0,2,5,S,1,2,F
SO72348,1750.98 €,12,3,8,30000,Bachelors,Skilled Manual,1,1,5,M,0,1,F
SO72349,1750.98 €,12,3,7,30000,Bachelors,Clerical,1,0,1,M,0,0,F
SO72350,1151.76 €,12,3,6,40000,Graduate Degree,Clerical,1,0,1,M,0,0,F
SO72351,578.46 €,12,3,8,40000,Partial College,Clerical,1,0,2,S,2,2,M
SO72352,574.98 €,12,3,6,30000,Partial College,Clerical,0,1,1,S,0,0,F
SO72353,548.98 €,12,3,6,30000,Bachelors,Clerical,1,0,1,M,0,1,M
SO72354,683.77 €,12,3,8,40000,Graduate Degree,Clerical,1,0,1,M,0,0,F
SO72355,758.62 €,12,3,8,10000,Partial College,Manual,0,1,1,S,0,0,M
SO72356,776.33 €,12,3,7,90000,Bachelors,Professional,0,2,11,S,0,0,M
SO72357,553.97 €,12,3,6,110000,High School,Management,0,4,11,S,5,0,M
SO72358,2419.06 €,12,4,7,160000,Graduate Degree,Management,0,3,1,S,0,0,M
SO72359,63.97 €,12,4,6,70000,Partial College,Skilled Manual,1,2,10,M,4,5,F
SO72360,32.28 €,12,4,6,60000,Bachelors,Professional,1,1,10,M,3,3,F
SO72361,23.78 €,12,4,6,10000,Partial College,Manual,0,1,2,M,0,0,F
SO72362,69.99 €,12,4,6,70000,Bachelors,Professional,1,3,11,S,0,0,F
SO72363,34.99 €,12,4,6,80000,Bachelors,Professional,1,3,11,M,0,0,F
SO72364,53.99 €,12,4,6,60000,Bachelors,Professional,1,1,10,M,3,3,M
SO72365,2322.28 €,12,4,8,20000,Partial High School,Manual,0,2,2,S,0,0,F
SO72366,839.46 €,12,4,7,30000,High School,Manual,0,1,2,S,0,0,F
SO72367,2309.97 €,12,4,6,90000,High School,Professional,1,2,5,M,1,2,F
SO72368,2359.98 €,12,4,8,130000,Bachelors,Management,0,3,1,S,4,3,M
SO72369,31.27 €,12,4,6,100000,Bachelors,Management,1,4,5,M,1,4,F
SO72370,60.47 €,12,4,6,70000,Bachelors,Professional,0,1,1,S,0,1,M
SO72371,29.98 €,12,4,6,30000,High School,Skilled Manual,0,2,1,M,0,0,F
SO72372,74.46 €,12,4,6,50000,Graduate Degree,Professional,0,1,1,M,0,1,M
SO72373,49.97 €,12,4,6,30000,High School,Skilled Manual,0,2,1,M,0,2,M
SO72374,39.98 €,12,4,6,60000,Graduate Degree,Skilled Manual,1,0,1,M,0,4,M
SO72375,4.99 €,12,4,6,70000,Bachelors,Management,1,2,11,S,0,5,F
SO72376,7.28 €,12,4,6,60000,Graduate Degree,Management,1,2,11,M,0,3,M
SO72377,61.96 €,12,4,6,30000,Partial College,Skilled Manual,1,1,10,S,0,0,M
SO72378,98.96 €,12,4,6,60000,Partial College,Professional,0,2,10,S,0,0,F
SO72379,4.99 €,12,4,6,60000,High School,Professional,1,2,10,S,0,2,M
SO72380,54.96 €,12,4,6,70000,Graduate Degree,Management,0,2,2,S,0,3,F
SO72381,119.98 €,12,4,6,30000,Bachelors,Clerical,0,0,1,S,1,1,M
SO72382,13.98 €,12,4,6,20000,Partial College,Clerical,0,1,2,S,0,2,F
SO72383,39.98 €,12,4,6,20000,Partial College,Manual,0,0,2,S,1,1,M
SO72384,4.99 €,12,4,6,80000,High School,Management,1,3,10,M,1,5,F
SO72385,60.47 €,12,4,6,10000,High School,Manual,0,1,2,S,1,1,M
SO72386,38.98 €,12,4,6,10000,Partial High School,Manual,1,2,2,S,0,0,M
SO72387,25.48 €,12,4,6,40000,Bachelors,Clerical,1,0,1,M,0,0,F
SO72388,39.98 €,12,4,6,30000,Partial College,Clerical,0,1,1,S,0,0,F
SO72389,36.27 €,12,4,6,20000,High School,Manual,1,2,1,S,3,3,F
SO72390,74.98 €,12,4,6,60000,Partial College,Professional,0,2,10,S,0,0,M
SO72391,35.00 €,12,4,6,60000,Bachelors,Professional,1,2,5,S,2,4,F
SO72392,74.98 €,12,4,6,60000,Graduate Degree,Professional,0,0,1,S,2,3,F
SO72393,106.96 €,12,4,6,40000,Partial College,Professional,0,2,2,M,0,3,M
SO72394,49.99 €,12,4,6,30000,Graduate Degree,Clerical,1,0,1,M,0,4,M
SO72395,2457.33 €,12,4,6,70000,Graduate Degree,Professional,1,0,1,M,0,2,F
SO72396,614.47 €,12,4,6,60000,Graduate Degree,Skilled Manual,1,0,2,S,0,0,M
SO72397,554.97 €,12,4,8,80000,Bachelors,Management,1,2,2,M,0,5,M
SO72398,585.94 €,12,4,7,30000,High School,Skilled Manual,1,2,10,M,0,0,M
SO72399,2376.45 €,12,4,6,130000,Bachelors,Management,1,3,5,M,3,4,M
SO72400,2331.95 €,12,4,6,70000,High School,Professional,0,0,2,M,1,3,M
SO72401,2344.96 €,12,4,6,150000,Bachelors,Management,1,2,2,M,1,3,F
SO72402,2366.96 €,12,4,6,70000,Graduate Degree,Professional,1,0,5,M,0,2,F
SO72403,2371.96 €,12,4,7,40000,Partial College,Clerical,1,1,1,M,0,1,F
SO72404,2391.94 €,12,4,6,70000,Bachelors,Professional,1,2,5,M,2,4,F
SO72405,769.49 €,12,4,7,60000,Graduate Degree,Professional,1,0,5,S,0,0,M
SO72406,2381.94 €,12,4,6,70000,Partial College,Skilled Manual,1,1,5,M,0,1,M
SO72407,2376.45 €,12,4,7,50000,Graduate Degree,Management,1,2,10,S,0,2,M
SO72408,2341.97 €,12,4,6,70000,Partial College,Professional,0,2,10,M,0,3,M
SO72409,2341.97 €,12,4,6,70000,Partial College,Skilled Manual,0,2,1,S,0,0,F
SO72410,1273.32 €,12,4,8,20000,Partial High School,Manual,0,2,2,S,0,0,M
SO72411,1292.33 €,12,4,8,40000,Bachelors,Professional,1,0,1,M,0,0,F
SO72412,2502.83 €,12,4,7,120000,Graduate Degree,Management,1,2,1,S,0,1,F
SO72413,1760.47 €,12,4,7,40000,Bachelors,Management,1,2,1,M,0,2,M
SO72414,1754.98 €,12,4,7,30000,Partial College,Clerical,0,2,2,M,0,2,F
SO72415,2337.27 €,12,4,8,90000,Bachelors,Professional,0,2,11,S,0,0,M
SO72416,2394.97 €,12,4,8,110000,High School,Management,1,4,11,M,5,0,M
SO72417,2423.96 €,12,4,8,80000,Partial College,Skilled Manual,0,2,2,S,0,2,F
SO72418,2319.99 €,12,4,7,60000,Partial College,Skilled Manual,1,1,10,M,0,1,M
SO72419,840.84 €,12,4,7,60000,Bachelors,Professional,1,1,5,S,0,1,F
SO72420,2419.06 €,12,4,6,70000,Graduate Degree,Management,1,2,11,M,0,4,F
SO72421,1214.85 €,12,4,8,50000,High School,Professional,0,2,2,M,0,0,M
SO72422,1237.82 €,12,4,8,60000,Graduate Degree,Professional,1,0,5,M,2,3,F
SO72423,2419.06 €,12,4,6,50000,Partial High School,Skilled Manual,0,2,2,M,0,0,M
SO72424,2398.05 €,12,4,8,100000,Partial College,Professional,1,4,10,S,2,1,M
SO72425,2460.99 €,12,4,6,70000,Partial College,Professional,0,2,5,M,2,4,M
SO72426,574.98 €,12,4,6,80000,Graduate Degree,Professional,0,0,1,S,0,3,F
SO72427,600.46 €,12,4,6,60000,Bachelors,Skilled Manual,1,3,10,S,5,5,F
SO72428,553.97 €,12,4,6,130000,Graduate Degree,Management,0,2,1,S,0,1,F
SO72429,1184.46 €,12,4,6,60000,Graduate Degree,Management,1,2,11,M,0,3,F
SO72430,1183.47 €,12,4,6,60000,Graduate Degree,Professional,0,1,5,S,0,0,F
SO72431,1134.47 €,12,4,6,60000,Bachelors,Professional,1,0,5,S,3,4,F
SO72432,1750.98 €,12,4,6,40000,High School,Professional,1,2,11,S,1,2,M
SO72433,1714.97 €,12,4,6,40000,Bachelors,Clerical,1,0,1,M,0,0,F
SO72434,561.48 €,12,4,8,50000,Graduate Degree,Skilled Manual,1,0,1,S,0,0,F
SO72435,2427.04 €,12,4,7,130000,High School,Professional,0,3,1,S,5,4,M
SO72436,2469.05 €,12,4,6,30000,Partial College,Clerical,1,0,1,M,2,2,F
SO72437,2384.07 €,12,4,7,110000,High School,Management,1,4,11,M,5,0,M
SO72438,578.46 €,12,4,7,20000,Partial High School,Clerical,1,2,10,S,1,2,M
SO72439,548.98 €,12,4,6,80000,High School,Skilled Manual,0,2,2,S,0,2,M
SO72440,120.00 €,12,5,6,90000,Bachelors,Management,0,2,2,M,0,5,M
SO72441,119.94 €,12,5,6,60000,Bachelors,Professional,1,2,10,M,3,3,M
SO72442,65.95 €,12,5,6,60000,Partial College,Skilled Manual,1,1,10,S,0,1,F
SO72443,26.97 €,12,5,6,60000,Bachelors,Professional,0,4,1,S,4,4,M
SO72444,39.98 €,12,5,6,40000,Bachelors,Management,1,2,10,M,0,2,F
SO72445,53.99 €,12,5,6,60000,Bachelors,Professional,1,1,5,M,3,3,M
SO72446,49.99 €,12,5,6,70000,Bachelors,Professional,0,1,10,S,0,0,F
SO72447,49.99 €,12,5,6,10000,Partial High School,Clerical,1,2,10,S,1,2,F
SO72448,120.00 €,12,5,6,100000,High School,Management,1,3,11,M,5,0,F
SO72449,2378.96 €,12,5,8,160000,High School,Management,0,4,1,S,5,3,M
SO72450,2356.95 €,12,5,8,40000,Graduate Degree,Clerical,1,0,1,S,0,3,M
SO72451,548.98 €,12,5,7,30000,Partial College,Manual,0,0,1,M,2,2,M
SO72452,51.96 €,12,5,6,80000,Graduate Degree,Management,1,1,1,M,4,4,F
SO72453,66.94 €,12,5,6,40000,Partial College,Skilled Manual,1,1,10,S,0,0,M
SO72454,34.98 €,12,5,6,60000,Graduate Degree,Professional,1,0,1,M,0,0,F
SO72455,49.22 €,12,5,6,40000,Bachelors,Skilled Manual,1,1,1,M,1,1,F
SO72456,69.97 €,12,5,6,40000,Bachelors,Professional,0,1,5,S,0,0,F
SO72457,14.98 €,12,5,6,60000,Graduate Degree,Professional,1,0,5,M,0,1,M
SO72458,68.97 €,12,5,6,40000,Partial College,Skilled Manual,0,1,2,S,0,0,F
SO72459,128.97 €,12,5,6,40000,High School,Professional,0,2,2,M,0,4,M
SO72460,64.47 €,12,5,6,50000,Bachelors,Skilled Manual,1,1,1,M,1,1,F
SO72461,59.98 €,12,5,6,40000,Partial College,Skilled Manual,1,1,10,S,0,0,M
SO72462,7.28 €,12,5,6,40000,High School,Skilled Manual,1,2,10,M,0,0,M
SO72463,93.97 €,12,5,6,40000,Partial College,Skilled Manual,0,1,10,S,0,0,M
SO72464,65.96 €,12,5,6,70000,Partial College,Professional,1,1,11,S,2,4,F
SO72465,30.97 €,12,5,6,40000,High School,Skilled Manual,1,2,5,M,2,4,M
SO72466,4.99 €,12,5,6,30000,Bachelors,Clerical,0,1,2,S,1,1,M
SO72467,75.97 €,12,5,6,100000,High School,Professional,1,4,5,M,3,2,M
SO72468,12.98 €,12,5,6,10000,Bachelors,Manual,0,0,1,S,0,1,F
SO72469,78.96 €,12,5,6,10000,Bachelors,Manual,1,0,1,M,0,1,M
SO72470,32.28 €,12,5,6,10000,Partial High School,Manual,1,1,1,S,2,5,F
SO72471,38.98 €,12,5,6,30000,Partial College,Clerical,0,1,1,M,0,0,M
SO72472,6.28 €,12,5,6,10000,Partial High School,Manual,0,2,1,S,0,0,M
SO72473,3.99 €,12,5,6,80000,Bachelors,Management,1,2,11,M,0,5,F
SO72474,39.98 €,12,5,6,10000,Bachelors,Manual,1,0,1,S,0,1,M
SO72475,39.99 €,12,5,6,70000,Partial College,Skilled Manual,0,2,1,S,0,0,F
SO72476,74.98 €,12,5,6,60000,High School,Professional,0,2,10,S,0,2,F
SO72477,42.28 €,12,5,6,50000,Bachelors,Skilled Manual,1,2,5,M,2,4,M
SO72478,50.23 €,12,5,6,70000,Bachelors,Management,1,2,11,S,0,4,M
SO72479,2394.97 €,12,5,6,70000,High School,Professional,0,0,2,M,1,3,F
SO72480,2294.99 €,12,5,6,70000,Bachelors,Management,1,2,11,S,0,5,F
SO72481,804.48 €,12,5,7,50000,Bachelors,Skilled Manual,1,0,5,M,1,1,M
SO72482,2349.98 €,12,5,6,70000,Partial College,Professional,0,2,1,M,0,3,M
SO72483,2374.98 €,12,5,6,100000,Partial College,Professional,1,4,10,M,2,1,M
SO72484,2322.28 €,12,5,8,80000,High School,Skilled Manual,0,2,2,M,0,2,M
SO72485,1735.98 €,12,5,7,30000,Partial College,Clerical,0,2,2,M,0,2,F
SO72486,2479.94 €,12,5,7,90000,Bachelors,Professional,1,0,5,M,0,2,M
SO72487,2443.35 €,12,5,7,110000,High School,Management,1,4,11,M,5,0,M
SO72488,1750.98 €,12,5,7,40000,Bachelors,Management,1,2,10,M,0,2,F
SO72489,1760.47 €,12,5,7,10000,Partial High School,Clerical,1,2,2,M,1,2,M
SO72490,1155.48 €,12,5,7,80000,Partial College,Skilled Manual,0,2,2,S,0,2,F
SO72491,1155.48 €,12,5,6,60000,Partial College,Skilled Manual,1,1,10,S,0,1,M
SO72492,596.96 €,12,5,7,30000,Partial College,Clerical,1,2,10,S,0,2,F
SO72493,2423.48 €,12,5,7,40000,Bachelors,Management,1,2,10,M,0,2,M
SO72494,809.47 €,12,5,8,70000,Bachelors,Professional,0,2,1,S,0,0,F
SO72495,2385.94 €,12,5,7,60000,Partial College,Skilled Manual,1,1,10,S,0,1,F
SO72496,2393.06 €,12,5,8,70000,Graduate Degree,Management,0,2,2,S,0,3,F
SO72497,742.35 €,12,5,7,60000,High School,Professional,1,2,10,S,0,2,M
SO72498,2443.55 €,12,5,8,50000,Bachelors,Management,0,2,2,S,0,4,F
SO72499,548.98 €,12,5,6,20000,High School,Manual,0,2,1,M,0,2,F
SO72500,548.98 €,12,5,6,40000,Bachelors,Professional,0,1,1,S,0,0,M
SO72501,1120.49 €,12,5,6,60000,Partial College,Skilled Manual,1,1,1,M,0,1,M
SO72502,1198.97 €,12,5,8,30000,High School,Clerical,1,1,2,M,0,1,F
SO72503,1735.98 €,12,5,6,60000,Graduate Degree,Professional,1,0,1,M,2,3,M
SO72504,1750.98 €,12,5,6,40000,High School,Professional,0,2,11,M,0,4,F
SO72505,1784.96 €,12,5,6,60000,Bachelors,Management,1,3,5,M,0,5,M
SO72506,1750.98 €,12,5,6,60000,Graduate Degree,Skilled Manual,1,0,1,M,1,1,M
SO72507,1700.99 €,12,5,6,40000,Graduate Degree,Clerical,1,0,1,M,0,0,F
SO72508,1164.47 €,12,5,6,20000,Partial College,Manual,0,0,1,M,1,1,M
SO72509,565.47 €,12,5,6,20000,Bachelors,Clerical,1,0,1,S,0,1,M
SO72510,553.97 €,12,5,6,30000,Bachelors,Clerical,1,0,1,S,0,1,F
SO72511,2419.06 €,12,5,8,130000,Partial College,Professional,1,2,1,M,4,2,M
SO72512,742.35 €,12,5,7,90000,Bachelors,Professional,0,3,11,S,0,0,M
SO72513,539.99 €,12,5,6,80000,Partial College,Skilled Manual,1,2,10,S,0,2,M
SO72514,1714.97 €,12,6,7,90000,Bachelors,Professional,0,2,11,S,0,0,M
SO72515,37.27 €,12,6,6,70000,Bachelors,Professional,1,4,11,S,0,0,F
SO72516,4.99 €,12,6,6,70000,Bachelors,Professional,1,4,11,M,5,5,M
SO72517,7.95 €,12,6,6,60000,Bachelors,Professional,1,2,10,M,5,5,M
SO72518,24.49 €,12,6,6,100000,High School,Management,1,2,11,M,5,0,F
SO72519,93.46 €,12,6,6,100000,Bachelors,Management,1,2,1,M,0,4,F
SO72520,806.76 €,12,6,7,40000,Bachelors,Professional,1,0,1,S,0,0,F
SO72521,2381.45 €,12,6,8,50000,Graduate Degree,Skilled Manual,0,0,1,S,0,0,F
SO72522,28.98 €,12,6,6,40000,Partial College,Clerical,1,0,2,M,3,3,M
SO72523,32.60 €,12,6,6,50000,Graduate Degree,Skilled Manual,1,0,2,M,0,1,F
SO72524,27.28 €,12,6,6,80000,Graduate Degree,Skilled Manual,0,0,1,S,0,0,M
SO72525,37.27 €,12,6,6,40000,Partial High School,Skilled Manual,1,2,11,M,1,2,M
SO72526,29.99 €,12,6,6,60000,Graduate Degree,Professional,1,0,5,M,0,1,F
SO72527,94.46 €,12,6,6,80000,Bachelors,Management,1,0,1,M,3,4,F
SO72528,44.97 €,12,6,6,40000,Partial College,Skilled Manual,0,2,10,S,0,0,M
SO72529,9.99 €,12,6,6,60000,Partial College,Professional,1,1,5,M,1,2,F
SO72530,25.22 €,12,6,6,40000,High School,Professional,1,2,5,M,1,2,F
SO72531,4.99 €,12,6,6,100000,Partial College,Professional,1,3,10,M,2,1,F
SO72532,54.98 €,12,6,6,60000,Partial College,Professional,1,1,5,M,1,2,M
SO72533,39.98 €,12,6,6,90000,Graduate Degree,Management,1,1,10,S,0,3,F
SO72534,7.28 €,12,6,6,60000,Graduate Degree,Skilled Manual,1,0,2,S,0,4,M
SO72535,30.97 €,12,6,6,80000,Graduate Degree,Skilled Manual,0,0,1,S,0,4,F
SO72536,69.97 €,12,6,6,30000,High School,Manual,1,1,5,S,0,0,M
SO72537,36.59 €,12,6,6,100000,Partial College,Professional,1,4,5,M,4,3,M
SO72538,64.97 €,12,6,6,10000,Partial College,Manual,1,0,1,M,0,2,F
SO72539,98.96 €,12,6,6,20000,Graduate Degree,Clerical,0,0,1,S,0,1,F
SO72540,13.98 €,12,6,6,10000,Partial High School,Manual,1,2,1,S,4,5,F
SO72541,34.98 €,12,6,6,130000,Partial College,Professional,0,4,1,S,4,4,F
SO72542,42.97 €,12,6,6,30000,Graduate Degree,Clerical,1,0,1,M,0,4,F
SO72543,48.97 €,12,6,6,10000,High School,Manual,1,2,1,S,1,2,F
SO72544,160.46 €,12,6,6,70000,Partial College,Skilled Manual,0,1,5,S,0,0,M
SO72545,572.26 €,12,6,6,40000,Partial College,Clerical,1,1,2,M,0,1,M
SO72546,2389.96 €,12,6,6,70000,Partial College,Professional,1,2,10,S,0,3,F
SO72547,2362.27 €,12,6,6,100000,Partial College,Professional,1,4,5,M,1,4,M
SO72548,850.95 €,12,6,7,40000,High School,Skilled Manual,1,2,10,M,0,0,F
SO72549,2319.26 €,12,6,7,40000,Partial College,Professional,0,2,10,M,0,3,F
SO72550,2414.99 €,12,6,6,160000,Partial College,Professional,0,3,5,M,3,1,F
SO72551,2334.98 €,12,6,7,70000,Bachelors,Professional,1,3,5,S,2,4,M
SO72552,2350.96 €,12,6,6,70000,Graduate Degree,Management,1,2,11,M,0,5,F
SO72553,2376.96 €,12,6,6,70000,Graduate Degree,Management,1,2,11,S,0,5,F
SO72554,2380.47 €,12,6,6,70000,Partial College,Professional,1,2,10,M,0,0,M
SO72555,1247.96 €,12,6,8,30000,Partial College,Clerical,0,2,2,M,0,3,F
SO72556,1169.97 €,12,6,8,30000,High School,Skilled Manual,0,2,2,M,0,3,F
SO72557,1183.47 €,12,6,6,60000,Bachelors,Professional,1,1,10,M,0,1,M
SO72558,1120.49 €,12,6,6,60000,Partial College,Skilled Manual,1,1,10,M,0,1,M
SO72559,588.96 €,12,6,7,20000,Partial High School,Clerical,0,2,2,S,1,2,M
SO72560,1147.77 €,12,6,6,60000,Partial College,Skilled Manual,1,1,10,S,0,1,F
SO72561,2319.26 €,12,6,8,70000,Bachelors,Professional,1,3,11,M,0,0,M
SO72562,769.49 €,12,6,8,70000,Partial College,Skilled Manual,0,1,1,M,0,1,M
SO72563,1268.84 €,12,6,7,50000,Bachelors,Skilled Manual,1,0,5,M,1,1,F
SO72564,2393.06 €,12,6,8,70000,Bachelors,Professional,0,1,1,S,0,0,F
SO72565,2419.06 €,12,6,8,70000,Bachelors,Professional,0,1,1,S,0,0,F
SO72566,2393.06 €,12,6,6,80000,Graduate Degree,Professional,1,0,1,M,0,4,F
SO72567,2482.03 €,12,6,6,70000,Graduate Degree,Professional,1,1,1,M,0,2,M
SO72568,588.96 €,12,6,6,80000,Bachelors,Management,0,0,1,M,1,2,F
SO72569,628.97 €,12,6,6,80000,Graduate Degree,Professional,1,0,1,M,0,2,F
SO72570,539.99 €,12,6,6,60000,Graduate Degree,Professional,1,0,5,S,0,0,F
SO72571,588.96 €,12,6,6,60000,Graduate Degree,Professional,1,0,5,S,0,0,F
SO72572,1205.47 €,12,6,6,60000,Partial College,Skilled Manual,1,2,10,M,0,0,M
SO72573,1174.48 €,12,6,7,50000,Partial College,Skilled Manual,1,1,5,S,0,0,F
SO72574,1779.47 €,12,6,8,30000,Partial College,Clerical,1,1,1,S,3,3,M
SO72575,1764.96 €,12,6,6,40000,Bachelors,Skilled Manual,1,1,1,M,1,1,M
SO72576,1700.99 €,12,6,7,10000,High School,Manual,1,1,1,S,2,2,F
SO72577,1754.98 €,12,6,6,10000,High School,Manual,1,0,1,S,2,2,F
SO72578,561.48 €,12,6,8,40000,Graduate Degree,Clerical,1,0,1,S,0,0,M
SO72579,574.98 €,12,6,6,20000,Partial College,Manual,1,1,5,M,1,1,M
SO72580,2428.05 €,12,6,7,20000,Graduate Degree,Clerical,1,0,1,M,0,1,F
SO72581,1223.84 €,12,6,7,70000,Graduate Degree,Management,1,2,2,M,0,2,M
SO72582,32.28 €,12,7,6,40000,Partial College,Skilled Manual,0,2,2,M,0,3,M
SO72583,88.98 €,12,7,6,80000,Bachelors,Professional,0,3,11,M,0,0,F
SO72584,4.99 €,12,7,6,70000,Bachelors,Professional,1,2,11,S,0,0,F
SO72585,4.99 €,12,7,6,20000,High School,Skilled Manual,0,2,2,M,0,4,F
SO72586,53.99 €,12,7,6,70000,Bachelors,Professional,1,4,11,M,5,5,M
SO72587,2490.18 €,12,7,7,40000,Bachelors,Skilled Manual,1,0,1,M,0,1,M
SO72588,2334.98 €,12,7,6,110000,Partial High School,Professional,1,3,11,S,5,4,F
SO72589,2354.98 €,12,7,6,90000,High School,Professional,1,2,11,M,1,2,M
SO72590,2395.96 €,12,7,8,40000,Bachelors,Clerical,1,0,1,M,0,0,M
SO72591,2329.98 €,12,7,6,70000,Partial High School,Skilled Manual,0,3,10,M,1,5,F
SO72592,2359.98 €,12,7,6,90000,High School,Professional,0,2,5,M,1,2,M
SO72593,2423.98 €,12,7,7,40000,Graduate Degree,Clerical,1,0,1,M,0,0,F
SO72594,2390.95 €,12,7,8,40000,Bachelors,Professional,1,0,1,M,0,0,F
SO72595,574.98 €,12,7,7,10000,Partial High School,Manual,1,2,1,S,4,4,F
SO72596,2.29 €,12,7,6,50000,Graduate Degree,Skilled Manual,1,0,2,M,0,1,M
SO72597,8.99 €,12,7,6,70000,Partial College,Skilled Manual,1,1,5,M,0,1,M
SO72598,59.98 €,12,7,6,40000,High School,Skilled Manual,1,2,10,M,0,0,F
SO72599,63.47 €,12,7,6,60000,Bachelors,Management,1,2,5,M,0,4,F
SO72600,47.96 €,12,7,6,60000,Graduate Degree,Management,0,2,2,S,0,3,F
SO72601,24.99 €,12,7,6,40000,Partial College,Clerical,1,2,2,S,3,3,F
SO72602,24.99 €,12,7,6,80000,Partial High School,Skilled Manual,1,2,10,S,0,2,F
SO72603,89.46 €,12,7,6,60000,Partial College,Professional,1,2,11,M,1,2,M
SO72604,74.46 €,12,7,6,40000,High School,Skilled Manual,1,2,10,M,0,0,F
SO72605,69.99 €,12,7,6,70000,Partial College,Professional,1,1,2,M,2,4,F
SO72606,128.97 €,12,7,6,60000,Bachelors,Management,1,2,11,M,0,4,M
SO72607,4.99 €,12,7,6,130000,Graduate Degree,Management,1,3,5,M,3,2,M
SO72608,58.98 €,12,7,6,40000,High School,Skilled Manual,1,2,10,S,0,0,M
SO72609,45.95 €,12,7,6,70000,Graduate Degree,Professional,1,3,11,M,5,5,F
SO72610,46.83 €,12,7,6,80000,Partial College,Professional,0,2,5,M,0,5,M
SO72611,69.46 €,12,7,6,30000,High School,Manual,0,1,2,S,0,0,M
SO72612,39.98 €,12,7,6,30000,Partial College,Clerical,0,1,2,M,0,0,F
SO72613,68.97 €,12,7,6,30000,Graduate Degree,Clerical,1,0,1,S,0,4,M
SO72614,74.98 €,12,7,6,40000,Partial College,Clerical,1,2,1,S,4,4,F
SO72615,99.47 €,12,7,6,30000,High School,Professional,1,2,10,S,0,0,M
SO72616,554.97 €,12,7,6,70000,Graduate Degree,Professional,1,0,5,M,0,4,F
SO72617,839.46 €,12,7,7,50000,Bachelors,Skilled Manual,1,1,5,S,2,2,F
SO72618,2294.99 €,12,7,7,40000,Partial College,Clerical,1,1,1,M,0,1,M
SO72619,2351.96 €,12,7,6,170000,Bachelors,Management,0,3,1,S,1,1,F
SO72620,2332.28 €,12,7,6,70000,Graduate Degree,Management,1,2,2,S,0,3,F
SO72621,751.34 €,12,7,6,40000,Graduate Degree,Clerical,1,0,1,M,0,0,F
SO72622,1179.97 €,12,7,6,60000,Bachelors,Professional,1,1,10,M,0,1,F
SO72623,1158.96 €,12,7,6,60000,Partial College,Skilled Manual,1,1,10,S,0,1,F
SO72624,2394.97 €,12,7,8,150000,Bachelors,Professional,1,4,1,S,5,5,M
SO72625,2309.97 €,12,7,7,60000,Bachelors,Professional,1,1,1,M,0,1,M
SO72626,839.48 €,12,7,7,60000,Bachelors,Professional,1,1,5,M,2,2,M
SO72627,751.34 €,12,7,7,60000,Bachelors,Professional,1,1,5,S,0,1,F
